Campus,Account Amount,Bilingual Spending
220905175,2777571,45879.0
220905176,6981097,31122.0
220905177,4237203,64092.0
220905178,4958981,66750.0
220905180,5297340,54551.0
220905184,4496654,95429.0
220905186,4403911,34877.0
220905187,3949576,6541.0
220905188,3584417,5085.0
220905190,2205606,10561.0
220905193,1060086,
220905194,4311910,3703.0
220905206,3504434,5178.0
220905207,4655864,4597.0
220905208,5211151,111638.0
220905209,3551098,7542.0
220905210,2405329,
220905211,121055,
220905212,101074,
220905214,1590598,
220905216,4631575,29523.0
220905219,5728757,41967.0
220905220,4196963,96398.0
220905221,4057875,28830.0
220905222,5530338,28967.0
220905223,4134916,82744.0
220905224,3301895,47891.0
220905225,3945752,66258.0
220905226,3672363,49508.0
220905227,4470828,84765.0
220905228,1092424,3588.0
220905251,280944,
220905698,34980497,
220905699,14508,12019.0
220905701,769873,
220905702,431032,
220905703,503102,
220905720,586691,
220905750,18822491,
220905751,1306008,
220905999,264793437,1792395.0
220906000,564999542,
220906001,26279065,90049.0
220906004,17106825,7348.0
220906006,1003168,632.0
220906007,4476249,
220906008,1588448,2505.0
220906041,6583952,6412.0
220906042,6970414,834.0
220906043,6317993,1265.0
220906044,8496420,14725.0
220906101,4690538,122938.0
220906102,4319293,560.0
220906103,5676015,2062.0
220906104,6387737,315918.0
220906105,5304847,930.0
220906106,5871627,6727.0
220906107,4452554,582.0
220906108,4757436,742.0
220906109,8311924,560.0
220906110,6491333,208866.0
220906111,5323814,806.0
220906699,399398,132687.0
220906701,506129,
220906702,344017,
220906703,140223,
220906750,4230257,
220906999,148346968,113635.0
220907000,1247364995,
220907001,21881634,2737.0
220907002,19348244,2737.0
220907003,104588,
220907004,19401171,3643.0
220907005,24146129,2945.0
220907039,2832550,
220907041,7330553,174.0
220907042,8631237,174.0
220907043,9566643,174.0
220907044,8850661,174.0
220907045,8281015,174.0
220907046,9415389,174.0
220907047,7226602,172.0
220907101,3813600,
220907102,4184132,
220907103,5145755,107302.0
220907104,6222228,
220907105,4144901,108422.0
220907106,4612360,
220907107,7801470,122444.0
220907108,3987354,
220907109,4486396,
220907110,4327403,
220907111,4762253,110528.0
220907112,3901922,
220907113,5858222,
220907114,8033282,
220907116,4440229,
220907117,4944053,107488.0
220907118,4835883,
220907119,5049532,
220907120,3691559,
220907121,4608248,
220907122,4806259,
220907123,7079258,99238.0
220907124,4875054,
220907125,5413752,117844.0
220907126,4292877,188440.0
220907128,4165997,
220907129,4872437,
220907130,4292831,
220907131,4453167,
220907699,154507,
220907701,498023,
220907702,21113,
220907703,81985,
220907750,11661020,
220907999,124759591,348365.0
220908000,980008720,
220908002,29794018,70261.0
220908003,19620612,71252.0
220908004,16779491,73514.0
220908005,17188105,56161.0
220908006,4729833,8.0
220908007,18484574,74314.0
220908008,9121066,81.0
220908009,1033206,
220908041,10104548,4526.0
220908042,10955665,5714.0
220908043,13650127,4029.0
220908044,7537220,2406.0
220908045,7009262,4531.0
220908046,6457913,3578.0
220908047,34636833,
220908101,4739586,77445.0
220908103,4420618,58192.0
220908105,4003039,1563.0
220908106,3577409,2851.0
220908107,4400527,4150.0
220908109,4326071,76203.0
220908110,4406564,3053.0
220908111,3694095,3070.0
220908112,3779977,3564.0
220908113,5272578,97127.0
220908114,4762209,3093.0
220908115,4692707,3128.0
220908116,4331577,3386.0
220908117,3911319,3444.0
220908118,4801816,3137.0
220908119,4372361,3721.0
220908120,4908923,3064.0
220908121,5014523,3041.0
220908122,4506095,3995.0
220908123,3677383,7277.0
220908124,4291673,2961.0
220908125,3987407,2985.0
220908126,3617905,3091.0
220908127,2657800,12836.0
220908128,16238615,
220908201,6457486,3048.0
220908202,6642398,3301.0
220908204,9268501,36768.0
220908205,6124012,2632.0
220908206,6597360,1549.0
220908207,6303909,3084.0
220908208,23317284,
220908699,182742,2246.0
220908701,562864,
220908702,128113,
220908703,1385952,
220908720,17788,
220908750,6291753,
220908999,136866197,272864.0
220910000,66614253,
220910001,8025479,3965.0
220910042,4449843,28524.0
220910043,4094779,57102.0
220910101,3788944,2568.0
220910103,4950411,416.0
220910104,4917244,60928.0
220910110,454168,
220910699,253652,22256.0
220910701,381362,
220910702,11970,
220910703,109538,
220910750,1455648,
220910999,16991502,4260.0
220912000,641961020,
220912001,20772405,89079.0
220912002,24484391,33447.0
220912010,2725070,
220912041,7437059,11259.0
220912042,6527935,
220912043,7947942,
220912044,498246,
220912101,4689514,
220912102,5250938,916781.0
220912103,5069889,1011988.0
220912104,4782501,572201.0
220912105,4973122,352120.0
220912106,3967060,623590.0
220912107,5109398,540039.0
220912108,4432430,238.0
220912109,4156055,697833.0
220912110,4246354,75427.0
220912111,4503702,350.0
220912112,4649299,425.0
220912113,5430471,536381.0
220912114,5301342,266822.0
220912115,6087045,
220912699,588179,
220912701,757143,
220912702,64129,
220912703,684540,
220912750,4374415,
220912751,1175846,
220912999,140701746,104119.0
220914000,50733467,
220914001,8529775,500.0
220914003,208818,
220914041,4066545,500.0
220914101,3587095,500.0
220914102,4432335,124371.0
220914103,3797222,500.0
220914699,22016,1855.0
220914701,628967,
220914702,2950,
220914703,156106,
220914750,523498,
220914999,14120008,33054.0
220915000,108136353,
220915001,15174220,266.0
220915003,384662,
220915041,3645710,1167.0
220915042,3620664,982.0
220915102,3673179,32889.0
220915103,3872993,130439.0
220915104,3742532,1009.0
220915105,3676528,201.0
220915106,3870150,785.0
220915107,3358753,803.0
220915108,3889440,97664.0
220915109,190302,
220915699,28158,5837.0
220915701,671599,
220915702,14217,
220915703,398933,
220915720,165104,
220915750,1710142,
220915999,22019022,799.0
220916000,626638078,
220916001,18064351,2886.0
220916002,19470409,829.0
220916003,1596745,
220916004,1793180,
220916005,1721142,
220916007,4102,
220916041,21463732,
220916042,16954419,2119.0
220916043,16825374,2823.0
220916044,22183781,
220916045,21996574,
220916102,5737168,1268433.0
220916103,5334167,1489.0
220916105,4646421,167.0
220916106,14946536,1278890.0
220916107,4713597,1321482.0
220916108,4938576,1645.0
220916110,3823469,921.0
220916111,4144017,
220916112,4881762,161.0
220916113,4105024,192.0
220916114,5868526,2972.0
220916115,5688561,1048.0
220916116,5567586,642.0
220916117,4915321,699.0
220916118,4738855,883.0
220916119,4739857,326.0
220916120,719628,
220916121,4485677,848.0
220916122,5192471,247.0
220916123,4270832,1343.0
220916125,5222244,471.0
220916126,59428,
220916303,342076,
220916699,791761,18700.0
220916701,830397,
220916702,77284,
220916703,969433,
220916750,4460941,
220916999,127597942,309858.0
220917000,70147735,
220917001,9350866,50035.0
220917003,574573,
220917004,322167,
220917041,6469072,143109.0
220917101,5330239,217550.0
220917102,5489060,243919.0
220917104,4911691,208896.0
220917701,320322,
220917702,92561,
220917703,79716,
220917750,926446,
220917998,296,
220917999,30102112,14958.0
220918000,810186842,
220918001,29283273,
220918002,1499043,
220918003,860304,
220918004,15792809,27807.0
220918005,2624047,
220918006,16615335,
220918007,16512,
220918041,6922926,
220918042,6717555,25805.0
220918043,6241548,
220918044,6111017,101346.0
220918045,5879316,
220918046,6496678,
220918101,4388437,154721.0
220918102,4518923,
220918103,3380142,
220918104,3984649,
220918105,4077122,
220918106,4744707,
220918107,4673414,202835.0
220918108,4612239,20396.0
220918109,5147352,
220918110,5028378,
220918111,4298538,
220918112,5423790,
220918113,4000403,
220918114,4696249,210586.0
220918115,4493805,4206.0
220918116,2433306,
220918117,3383502,
220918699,291772,32202.0
220918701,533675,
220918702,17555,
220918703,839277,
220918750,6743832,
220918999,126034890,194657.0
220919000,330960844,
220919001,15927738,272.0
220919003,11163506,536.0
220919041,6603690,293.0
220919043,9498629,1027.0
220919101,6873601,2490.0
220919102,6534720,4901.0
220919103,9624792,1523.0
220919104,12605625,3063.0
220919106,7538836,434.0
220919107,8048260,1348.0
220919108,7535953,311.0
220919699,153527,22889.0
220919700,78260,
220919701,982164,
220919702,4640,
220919750,7761278,
220919999,103726043,56722.0
220920000,103253564,
220920001,15871684,26628.0
220920005,579150,
220920041,7201368,36570.0
220920101,4532659,556909.0
220920102,6426901,231672.0
220920103,4138693,13200.0
220920104,4555836,1121.0
220920105,6182209,151830.0
220920106,2473999,10437.0
220920699,9092,5781.0
220920701,589515,
220920702,30324,
220920703,232436,
220920750,1356575,
220920999,24804814,40796.0
221901000,464061645,
221901001,18269593,
221901002,19680980,
221901003,1842660,
221901006,2037527,
221901007,67005,
221901008,216061,
221901010,12386207,
221901044,9065458,
221901045,8511313,
221901047,7459257,
221901048,7264034,71.0
221901102,24285016,
221901103,4394421,
221901104,4466339,
221901107,2858401,
221901108,7761445,
221901112,3960944,484.0
221901113,4636589,
221901116,3962598,418.0
221901120,3200953,
221901121,20971468,
221901142,110118,
221901150,3729006,
221901151,3281687,
221901152,4779189,253317.0
221901153,4432676,175.0
221901155,4659479,
221901156,7946933,
221901208,229622,
221901699,266733,28443.0
221901701,529955,
221901702,66857,
221901703,707263,
221901720,104782,
221901750,3740683,
221901751,1133680,
221901999,47132354,899.0
221904000,20110001,
221904001,3124455,10966.0
221904041,2144985,1353.0
221904102,3476470,1309.0
221904701,308576,
221904702,14859,
221904703,95082,
221904750,486773,
221904999,3670759,
221905000,5091878,
221905001,1730169,460.0
221905701,301300,
221905702,3107,
221905703,46500,
221905750,128873,
221905999,1225536,
221911000,29954134,
221911001,4010091,348.0
221911041,2493371,319.0
221911101,2344649,75.0
221911102,2222568,1044.0
221911699,11480,
221911701,341756,
221911702,20745,
221911703,88420,
221911750,376455,
221911751,2536777,
221911999,2528627,
221912000,64726550,
221912001,9976779,78.0
221912041,5343509,222.0
221912042,6086755,238.0
221912101,3251362,1430.0
221912103,2802997,36.0
221912106,2391938,16027.0
221912108,5008214,12452.0
221912701,518301,
221912702,5700,
221912703,409882,
221912750,300948,
221912999,11518905,938.0
222901000,4841530,
222901001,1843667,211.0
222901699,958,
222901701,141570,
222901702,12987,
222901703,109496,
222901720,1782,
222901750,141994,
222901999,1897533,
223901000,122266460,
223901001,8973773,-3107.0
223901005,288937,66989.0
223901041,3786601,23159.0
223901101,2083662,
223901102,5525744,
223901103,1194682,
223901699,14888,2768.0
223901701,378510,
223901702,24490,
223901703,255000,
223901720,96313,
223901750,472882,
223901999,7660354,
223902000,7551594,
223902001,3183432,4481.0
223902699,22335,
223902701,150067,
223902702,29516,
223902703,16444,
223902720,13041,
223902750,228666,
223902999,1421254,
223904000,47248850,
223904001,3985759,2987.0
223904701,177777,
223904702,17135,
223904703,88748,
223904750,139180,
223904999,1234830,
224901000,5088142,
224901001,2671798,786.0
224901701,135475,
224901702,238983,
224901703,94822,
224901750,70157,
224901999,497277,
224902000,4903265,
224902001,2076447,350.0
224902701,115662,
224902702,1651,
224902703,25629,
224902750,77291,
224902999,140024,
225902000,178284834,
225902001,18567265,70507.0
225902003,532157,1356.0
225902041,6343691,84878.0
225902042,4976172,134334.0
225902101,3621247,246274.0
225902102,3841276,268453.0
225902103,3512046,80335.0
225902104,3563112,279813.0
225902105,5401590,
225902699,43491,1328.0
225902701,232264,
225902702,51469,
225902703,400207,
225902720,123087,
225902750,1164599,
225902751,3351627,
225902999,20324190,97611.0
225906000,17884870,
225906001,2929876,31200.0
225906041,1811384,29012.0
225906101,3164904,18385.0
225906699,5353,
225906701,575239,
225906750,180349,
225906998,4322720,5500.0
225906999,291863,
225907000,10092980,
225907001,111496,
225907101,8240072,139469.0
225907699,52728,
225907701,280697,
225907702,15904,
225907703,46018,
225907750,70503,
225907999,316123,
226901000,15797153,
226901001,2820535,473.0
226901101,1499901,
226901701,169541,
226901702,96487,
226901703,52723,
226901750,247999,
226901999,5241381,
226903000,354263803,
226903001,23716281,65680.0
226903002,9394162,2980.0
226903038,1058952,
226903042,7374561,1508.0
226903043,6589037,
226903045,7496154,89195.0
226903101,2540739,4172.0
226903102,3328563,
226903103,2298533,3595.0
226903105,2584280,
226903106,2656888,117336.0
226903108,2344578,
226903110,2554885,3979.0
226903111,2891528,
226903112,2665123,1061.0
226903113,3317082,53667.0
226903114,2317750,4873.0
226903115,2407241,
226903116,3441749,126481.0
226903119,2509899,59633.0
226903120,2338272,
226903122,3445554,1979.0
226903123,3792346,285.0
226903699,328611,6627.0
226903701,428021,
226903702,256487,
226903703,1070036,
226903720,455763,
226903750,1918417,
226903999,49285371,5029.0
226905000,19118340,
226905001,1728327,441.0
226905101,1130839,747.0
226905701,213997,
226905702,7110,
226905703,33584,
226905750,110592,
226905999,1979776,
226906000,27928896,
226906001,2821911,17870.0
226906041,2085154,
226906101,3255800,
226906699,16956,
226906701,210714,
226906702,14709,
226906703,44550,
226906750,272179,
226906751,3513057,
226906999,6583821,
226907000,29102476,
226907001,3792874,10794.0
226907041,3359447,24609.0
226907101,1782327,14803.0
226907104,5925386,5498.0
226907699,17884,
226907701,165672,
226907702,59681,
226907703,38742,
226907720,1940,
226907750,512279,
226907999,3160525,
226908000,7590257,
226908001,1314666,523.0
226908101,883965,25629.0
226908701,153231,
226908702,645,
226908703,16790,
226908750,349682,
226908999,1054774,
227901000,2269860704,
227901002,21781943,37311.0
227901004,16204320,623211.0
227901005,15454243,1495.0
227901006,12831920,381197.0
227901007,14602433,367614.0
227901008,13655669,168042.0
227901009,18753294,66963.0
227901012,4255533,131956.0
227901013,46768979,945.0
227901014,10552982,74715.0
227901015,4055247,60.0
227901017,23092146,266987.0
227901018,8051293,
227901019,33468804,118397.0
227901025,789063,
227901026,539747,1409.0
227901027,262928,
227901028,37616548,
227901029,2531597,253709.0
227901030,1249411,
227901032,653977,
227901035,958433,
227901036,164995,
227901043,10464735,236875.0
227901044,10883564,
227901045,9113892,11634.0
227901046,9815800,298802.0
227901047,7554795,2786.0
227901051,9290004,169827.0
227901052,24514881,13091.0
227901053,7129185,349839.0
227901054,8463315,37490.0
227901055,7186597,278419.0
227901057,8384020,4133.0
227901058,9061449,171356.0
227901059,6923509,
227901060,8702778,14372.0
227901061,7473050,9070.0
227901062,10795108,
227901064,5468114,101669.0
227901065,4581677,41094.0
227901101,5865695,411224.0
227901102,4042562,289032.0
227901103,3226090,
227901104,3781572,202125.0
227901105,3209396,
227901106,4680757,455435.0
227901107,5929602,15995.0
227901108,3439743,47695.0
227901109,22465068,67532.0
227901110,2815260,
227901111,2466631,
227901112,8076133,
227901113,4054139,36963.0
227901114,4243414,182320.0
227901115,511927,
227901116,24802650,92846.0
227901117,5073308,
227901118,4610491,155406.0
227901119,5407254,
227901120,3289162,26867.0
227901121,5173007,
227901122,4262881,25431.0
227901123,3652376,1395.0
227901124,2639164,49495.0
227901125,2680016,12283.0
227901126,3780800,55713.0
227901127,5670695,215824.0
227901128,2432930,
227901129,4722108,72321.0
227901130,5085773,99992.0
227901131,126303,
227901132,3467821,99666.0
227901133,2854570,109293.0
227901136,3575438,71524.0
227901138,6238086,390898.0
227901139,2114329,24888.0
227901140,4994105,134636.0
227901141,7363908,222556.0
227901142,113480,
227901143,7166280,
227901144,4729445,125576.0
227901145,3463688,50054.0
227901146,4251449,8162.0
227901147,16980139,129022.0
227901148,6867851,276316.0
227901149,4333504,136341.0
227901150,11187363,3961.0
227901151,4206665,74688.0
227901152,5169071,226577.0
227901154,29853448,154960.0
227901155,9725960,
227901156,4614861,67659.0
227901157,3967777,40240.0
227901158,5433988,189561.0
227901159,4988516,98334.0
227901160,4929618,367704.0
227901161,4850547,115954.0
