Campus,Account Amount,Bilingual Spending
112907720,38709,
112907750,9700,
112907999,2592709,
112908000,15995030,
112908001,6968735,88305.0
112908701,248027,
112908702,100,
112908703,56900,
112908750,288189,
112908999,1716092,
112909000,6965666,
112909001,2589385,73537.0
112909699,5152,
112909701,111275,
112909702,12176,
112909703,25029,
112909720,11001,
112909750,14881,
112909751,839024,
112909999,724659,
112910000,4804252,
112910001,2323318,12404.0
112910701,161669,
112910702,7344,
112910703,46206,
112910720,11318,
112910750,16756,
112910999,914697,
113901000,29776797,
113901002,3810608,7009.0
113901041,2390474,17063.0
113901102,3508635,23198.0
113901105,1108066,55147.0
113901699,-26011,
113901701,485087,
113901702,28555,
113901703,159409,
113901750,371237,
113901999,6684964,
113902000,14762440,
113902002,1538306,1369.0
113902041,649595,631.0
113902102,1564857,268.0
113902701,283922,
113902702,6643,
113902703,111854,
113902750,82516,
113902998,3873078,
113902999,145615,
113903000,16195574,
113903002,2060316,284.0
113903102,2116675,1682.0
113903701,324711,
113903702,13751,
113903703,86978,
113903750,27959,
113903999,2509096,
113905000,8047363,
113905001,2440495,737.0
113905101,1800124,737.0
113905699,3029,
113905701,233285,
113905702,6486,
113905703,75458,
113905720,5829,
113905750,162039,
113905999,1755227,1203.0
113906000,9802812,
113906101,2152174,
113906701,207138,
113906702,22835,
113906703,44973,
113906750,130208,
113906999,2855039,900.0
114901000,82966084,
114901001,8615174,
114901003,366170,
114901043,4946619,1062.0
114901044,4377084,
114901102,2185451,
114901106,158919,
114901108,1200220,9431.0
114901110,2557289,18939.0
114901111,3059662,
114901113,2180928,21014.0
114901699,97792,1336.0
114901701,265329,
114901702,57281,
114901703,315504,
114901720,215,
114901750,787480,
114901998,305454,
114901999,14592090,
114902000,25088261,
114902001,2085553,78.0
114902041,1412539,78.0
114902101,3863884,10754.0
114902701,282355,
114902702,6020,
114902703,88378,
114902750,155080,
114902751,2420301,
114902999,7371230,
114904000,21102260,
114904001,6875324,1337.0
114904101,3446751,5140.0
114904701,236133,
114904702,2999,
114904703,113028,
114904750,228209,
114904999,1573633,
115901000,11545001,
115901004,1614382,21938.0
115901041,1110631,45652.0
115901101,1983416,39389.0
115901699,81512,3960.0
115901701,153168,
115901702,29331,
115901703,119536,
115901750,230619,
115901998,70207,
115901999,1340955,24931.0
115902000,13258798,
115902001,1762287,18808.0
115902701,169187,
115902702,1064,
115902703,37493,
115902750,71279,
115902999,371706,
115903000,3050834,
115903001,1554717,13549.0
115903701,233151,
115903702,3289,
115903703,28165,
115903750,239384,
115903999,264473,
116901000,36891869,
116901001,4757531,838.0
116901041,2733858,362.0
116901101,2879195,1420.0
116901102,2756108,1682.0
116901701,246407,
116901702,41241,
116901703,163212,
116901750,496503,
116901999,4636018,13628.0
116902000,12264747,
116902001,2406640,
116902041,1186242,
116902101,2063626,5240.0
116902701,133755,
116902702,10903,
116902703,34871,
116902720,2454,
116902750,163846,
116902999,1366098,
116903000,34991306,
116903001,3531816,72.0
116903043,2676491,
116903101,2992947,2405.0
116903104,2326637,
116903701,299074,
116903702,75370,
116903703,156729,
116903750,519692,
116903751,2800621,
116903999,7666768,1975.0
116905000,105456385,
116905001,923518,
116905002,10653178,
116905004,265190,
116905041,4743948,250.0
116905102,3536095,94000.0
116905103,2206868,
116905104,3572814,64674.0
116905106,3584933,
116905107,4587842,
116905109,3592875,306675.0
116905114,131387,
116905699,16652,
116905701,478974,
116905702,53867,
116905703,21539,
116905750,1754424,
116905751,895370,
116905999,21450376,
116906000,20493843,
116906001,4344956,500.0
116906041,2117951,305.0
116906101,3019242,240.0
116906701,285431,
116906702,8186,
116906703,76408,
116906720,128,
116906750,204792,
116906751,266843,
116906999,4912453,
116908000,50736473,
116908001,7712374,22182.0
116908041,4959185,661.0
116908101,4476508,151.0
116908102,5263151,52575.0
116908699,27654,
116908701,296851,
116908702,20340,
116908703,236030,
116908750,1050613,
116908999,6697763,11185.0
116909000,15670653,
116909001,1909663,
116909041,1420757,119.0
116909101,2464096,2435.0
116909701,152746,
116909702,6522,
116909703,39724,
116909750,227134,
116909999,3099831,1854.0
116910000,7912899,
116910001,1624132,2875.0
116910101,858330,242.0
116910701,194377,
116910702,4946,
116910703,23649,
116910750,296683,
116910999,1782759,
116915000,14125899,
116915001,1991055,315.0
116915041,1367591,511.0
116915101,2545489,54945.0
116915701,143946,
116915702,25504,
116915703,56603,
116915750,342272,
116915999,3335515,
116916000,12730397,
116916001,1931540,631.0
116916041,1325776,1631.0
116916101,1506259,8754.0
116916701,148641,
116916702,1178,
116916703,5926,
116916750,259961,
116916751,1177393,
116916999,2346122,
117901000,50560460,
117901001,7820755,8828.0
117901041,3945602,13588.0
117901104,2383593,65594.0
117901105,2808801,14388.0
117901106,2572053,1964.0
117901107,2017359,13749.0
117901699,34088,
117901701,383013,
117901702,27746,
117901703,138680,
117901750,545651,
117901751,2675968,
117901999,11847792,
117903000,14517193,
117903001,2190612,
117903041,1553643,
117903101,2738212,
117903701,239825,
117903702,41255,
117903703,27971,
117903750,265382,
117903999,2351645,
117904000,18220915,
117904001,2765327,4566.0
117904041,1563465,
117904101,2174072,560.0
117904699,5708,
117904701,196019,
117904702,13992,
117904703,236064,
117904720,7163,
117904750,199395,
117904999,10391690,
117907000,2442656,
117907101,951602,1463.0
117907701,158209,
117907702,5561,
117907703,5122,
117907750,26397,
117907999,379542,
118902000,37717173,
118902001,1979517,
118902101,1274934,4938.0
118902701,175314,
118902702,2333,
118902703,200727,
118902720,2336,
118902750,302895,
118902999,17121384,
119901000,10547989,
119901001,2155785,500.0
119901701,143004,
119901703,59982,
119901750,75495,
119901999,1939753,
119902000,28986453,
119902001,3524787,12872.0
119902041,2020381,7864.0
119902101,3298497,80568.0
119902699,27398,
119902701,181162,
119902702,5918,
119902703,257913,
119902750,475086,
119902999,6049253,
119903000,6702588,
119903001,1731994,1165.0
119903101,1346287,8296.0
119903701,133458,
119903702,8777,
119903703,51079,
119903750,137118,
119903999,1451936,
120901000,30444763,
120901001,4494521,66207.0
120901004,224658,
120901042,2501266,11757.0
120901104,4988510,43812.0
120901701,294561,
120901702,115861,
120901703,210178,
120901750,337943,
120901751,2149066,
120901999,6721044,
120902000,21259931,
120902001,2489273,5606.0
120902041,1264657,25917.0
120902101,2291205,7791.0
120902699,9179,
120902701,217351,
120902702,2159,
120902703,112491,
120902750,453579,
120902999,4480148,
120905000,27018420,
120905001,4020519,88.0
120905041,2249446,200.0
120905101,1815409,16860.0
120905102,2045845,699.0
120905701,294268,
120905702,16800,
120905703,369265,
120905750,229215,
120905999,9566279,824.0
121902000,13193831,
121902001,2015890,
121902101,5803751,
121902701,223034,
121902702,7838,
121902703,105561,
121902750,168350,
121902999,1420900,
121903000,26586139,
121903001,4028499,8014.0
121903041,3020817,7971.0
121903101,4370383,15079.0
121903701,240498,
121903702,1080,
121903703,15000,
121903750,167706,
121903751,2146411,
121903999,5806534,119.0
121904000,45201920,
121904001,7104539,446.0
121904043,4630072,446.0
121904103,3125102,446.0
121904105,5313220,103644.0
121904699,16168,5243.0
121904701,348634,
121904702,31930,
121904703,430924,
121904720,850,
121904750,772772,
121904999,10538291,18933.0
121905000,25152342,
121905001,3738246,
121905041,2455590,
121905103,4287367,78525.0
121905701,357777,
121905702,42578,
121905703,156094,
121905750,293973,
121905999,5875146,
121906000,9629013,
121906001,1779781,
121906041,385306,
121906101,1590486,263.0
121906701,205103,
121906702,25289,
121906703,202489,
121906750,128716,
121906999,1728428,
122901000,5953679,
122901001,2845664,27381.0
122901701,160777,
122901702,76577,
122901703,15145,
122901720,14181,
122901750,108503,
122901998,7548,
122901999,626647,
122902000,3644643,
122902001,989947,9000.0
122902701,84565,
122902702,8022,
122902703,32920,
122902750,133621,
122902999,440588,
123905000,234598170,
123905001,13611560,4515.0
123905002,351066,
123905041,6080863,42171.0
123905042,6325224,592.0
123905101,4199308,584.0
123905102,3813448,3950.0
123905103,4104314,5255.0
123905104,3506236,3047.0
123905699,79469,14430.0
123905701,571919,
123905702,29348,
123905703,344036,
123905720,104585,
123905750,1046304,
123905998,34069,
123905999,28399631,30629.0
123907000,331127070,
123907004,2383783,
123907005,1640472,
123907009,22774343,94019.0
123907041,7636667,62105.0
123907043,5755676,44752.0
123907102,3302202,34494.0
123907103,5809484,51610.0
123907105,5086282,42769.0
123907108,5112983,523.0
123907109,5632684,121193.0
123907111,5175440,
123907113,6802535,849.0
123907116,4685532,1778.0
123907117,3294875,
123907699,351598,13253.0
123907701,604085,
123907702,411654,
123907703,620230,
123907720,1731053,
123907750,2377208,
123907999,46287880,297035.0
123908000,227510684,
123908001,12131024,7507.0
123908002,556449,
123908041,4629909,6688.0
123908042,4452490,8631.0
123908101,2994700,9835.0
123908102,2770568,8293.0
123908103,2706778,6158.0
123908104,2870883,34426.0
123908105,2738096,6751.0
123908107,2742861,1760.0
123908111,567959,2006.0
123908122,237251,
123908123,127890,
123908699,133092,10218.0
123908701,475840,
123908702,21767,
123908703,5691,
123908720,327503,
123908750,456142,
123908999,21439805,37148.0
123910000,308869794,
123910006,1453513,
123910008,16220045,12134.0
123910009,2684025,
123910012,1544015,
123910013,2568336,
123910014,20244568,68524.0
123910042,5417971,52477.0
123910043,5003966,11252.0
123910045,1168033,
123910046,5819555,
123910047,5691141,
123910048,5133784,49312.0
123910101,4335627,
123910104,3858975,51378.0
123910105,4032967,
123910110,4139027,155664.0
123910112,3825285,
123910118,4740675,
123910123,4575928,
123910125,6014810,90296.0
123910126,3980861,
123910127,4130406,
123910128,4111129,
123910129,5367056,53625.0
123910130,4335789,7390.0
123910131,2286260,
123910132,4801230,42369.0
123910133,2252300,235032.0
123910134,172663,
123910699,329815,39542.0
123910701,878061,
123910702,153287,
123910703,1382926,
123910720,438621,
123910750,4911302,
123910751,1827067,
123910999,92997023,281459.0
123913000,46028926,
123913001,6034885,100.0
123913699,35956,
123913701,262211,
123913702,5047,
123913703,109589,
123913720,100070,
123913750,287549,
123913999,9641753,
123914000,38037606,
123914001,5217412,1016.0
123914041,3166081,268.0
123914101,3902447,1840.0
123914102,2206444,877.0
123914701,321672,
123914702,144377,
123914703,80300,
123914720,267339,
123914750,427814,
123914999,12129298,45484.0
124901000,20827928,
124901001,5341991,
124901041,3016950,-1432.0
124901101,4933479,90554.0
124901701,205178,
124901702,58649,
124901703,125175,
124901750,289178,
124901751,1098803,
124901999,6632201,1596.0
125901000,105435454,
125901001,13301097,4677.0
125901041,3573672,143.0
125901042,3012995,3965.0
125901043,6143080,2027.0
125901101,1976739,
125901104,3918102,32361.0
125901105,4125121,32948.0
125901106,1909456,
125901107,4035340,746.0
125901112,102559,
125901699,132957,
125901701,472244,
125901702,33290,
125901703,482000,
125901720,55479,
125901750,1237169,
125901998,460,
125901999,16258393,27073.0
125902000,7271117,
125902001,2084358,
125902101,1523337,31285.0
125902701,130063,
125902702,4618,
125902750,453183,
125902999,2220436,
125903000,27735725,
125903001,5159959,
125903041,2945034,18097.0
125903101,2448390,38373.0
125903103,3001741,52977.0
125903701,229027,
125903702,21250,
125903703,148048,
125903720,4915,
125903750,511294,
125903751,1536829,
125903998,5250,
125903999,4950103,
125905000,17850780,
125905001,4543372,2331.0
125905101,5901001,4698.0
125905701,322621,
125905702,11454,
125905703,77769,
125905750,238987,
125905999,4903461,
125906000,2615733,
125906101,1516563,939.0
125906701,46412,
125906702,15983,
125906703,17217,
125906750,94454,
126901000,93536063,
126901001,11974883,4346.0
126901041,3872779,11382.0
126901101,2767103,8139.0
126901102,2736989,8966.0
126901103,3067793,12827.0
126901104,5030895,13537.0
126901699,158386,
126901701,216669,
126901702,74308,
126901703,314819,
126901750,713940,
126901998,1871424,129737.0
126901999,20307666,
126902000,293209088,
126902001,17517141,84859.0
126902003,1619945,703.0
126902006,13004443,713.0
126902007,1661872,3018.0
126902008,2563919,
126902041,15184705,4073.0
126902042,16420261,8167.0
126902043,3290494,701.0
126902101,4383618,702.0
126902102,4256764,783.0
126902103,3567384,496.0
126902104,3524233,701.0
126902105,3996798,110889.0
126902107,3859254,703.0
126902108,4514023,722.0
126902109,4649427,703.0
126902110,4626124,702.0
126902111,4313329,704.0
126902699,209164,39218.0
126902701,651142,
126902702,69623,
126902703,892429,
126902720,480237,
126902750,1780749,
126902999,52053148,58184.0
126903000,141677200,
126903001,26363278,102560.0
126903002,950566,191.0
126903041,7033407,27642.0
126903101,3458322,9318.0
126903102,3920350,9077.0
126903103,3944959,9278.0
126903104,4618797,234033.0
126903107,6843927,30345.0
126903108,3747281,9513.0
126903109,4486646,153989.0
126903111,3504609,190570.0
126903699,135200,18965.0
126903701,364892,
126903702,11445,
126903703,48157,
126903750,2507088,
126903999,23585371,1728.0
126904000,23668877,
126904001,3585284,
126904041,2600747,
126904102,3901299,27568.0
126904701,263953,
126904750,324664,
126904999,3238963,
126905000,86007253,
126905001,11542099,
126905002,999458,
126905003,3427995,
126905041,5908092,
126905043,4873488,
126905101,3943842,
126905103,4328492,147538.0
126905104,4442952,
126905105,3687672,
126905106,4405508,147028.0
126905701,355297,
126905702,9590,
126905703,354814,
126905720,178700,
126905750,1295565,
126905998,2059,
126905999,17509875,9972.0
126906000,43409481,
126906001,3205136,57641.0
126906002,121800,
126906041,2181886,126905.0
126906101,3089631,166435.0
126906699,2549,
126906701,237989,
126906702,4790,
126906703,6638,
126906720,67588,
126906750,273345,
126906751,422522,
126906999,4575980,2371.0
126907000,17085137,
126907001,2972428,200.0
126907041,1941152,
126907101,2807398,
126907699,4254,
126907701,492196,
126907702,1944,
126907703,68324,
126907750,185999,
126907999,4651772,
126908000,36948836,
126908001,5701220,22600.0
126908041,4103813,30574.0
126908101,4518908,133442.0
126908102,3416819,86653.0
126908699,1747,
126908701,500379,
126908702,9138,
126908703,81402,
126908750,513256,
126908999,13184895,34821.0
126911000,75220242,
126911001,9616648,2232.0
126911004,374149,
126911005,9838,
126911041,3045500,5813.0
126911042,5485073,7338.0
126911101,3260465,52890.0
126911701,1138014,
126911702,1538,
126911703,206854,
126911751,4276558,
126911999,14388086,30118.0
127901000,15067262,
127901001,3367739,80.0
127901041,1786572,1237.0
127901101,2912060,5468.0
127901701,222426,
127901702,177929,
127901703,75649,
127901720,500,
127901750,166492,
127901999,1573945,
127903000,10623741,
127903001,2125618,11582.0
127903102,1890556,496.0
127903699,11523,
127903701,249581,
127903702,4740,
127903703,60687,
127903720,12016,
127903750,145104,
127903999,3410162,
127904000,16417315,
127904001,2597027,
127904041,1545683,
127904101,2347588,390.0
127904701,220379,
127904702,25148,
127904703,73216,
127904750,333853,
127904999,2778828,300.0
127905000,3285648,
127905001,640759,
127905101,1120005,
127905701,230213,
127905702,1042,
127905703,27297,
127905750,77414,
127905999,272753,300.0
127906000,18392445,
127906001,2977321,
127906041,1373210,
127906101,2410360,10118.0
127906699,32526,
127906701,255944,
127906702,16157,
127906703,50106,
127906750,300883,
127906751,2965466,
127906999,1736889,
128901000,140622349,
128901001,4235481,
128901041,2233637,243470.0
128901105,2642446,
128901107,1801983,
128901701,315971,
128901702,13932,
128901703,524605,
128901750,399871,
128901751,1258598,
128901999,104625439,
128902000,37930824,
128902001,2524725,1264.0
128902003,34566,
128902041,891635,2782.0
128902104,2698967,19381.0
128902699,6155,
128902701,227906,
128902702,70826,
128902703,139397,
128902750,398712,
128902999,18912224,
128903000,11528548,
128903001,1305534,954.0
128903101,993486,204.0
128903701,152095,
128903702,8968,
128903703,55453,
128903720,8195,
128903750,153502,
128903999,4779532,
128904000,24083637,
128904001,1743201,
128904101,1501029,
128904701,245594,
128904702,7721,
128904703,219310,
128904750,71264,
128904999,9329810,2624.0
129901000,195186866,
129901001,15189802,394408.0
129901002,695241,
129901041,5656032,95369.0
129901101,4272813,607751.0
129901102,4186995,157151.0
129901103,3729065,94623.0
129901105,3574340,50780.0
129901106,2331958,160246.0
129901699,110390,3904.0
129901701,541687,
129901702,35710,
129901703,187266,
129901750,1104456,
129901999,17594171,35211.0
129902000,346539710,
129902001,14413286,32695.0
129902003,14455754,46249.0
129902041,5254801,14286.0
129902042,6416424,1832.0
129902043,7603060,
129902101,3564687,
129902102,5293135,379794.0
129902103,4591641,179.0
129902104,8187129,
129902105,9116489,4904.0
129902106,7762395,
129902107,7678260,
129902108,5799828,44927.0
129902109,6202790,45261.0
129902110,7602902,
129902111,1323355,
129902112,90240,
129902699,105217,14465.0
129902700,2559,
129902701,543091,
129902702,76882,
129902703,752701,
129902750,2574737,
129902998,92100,
129902999,43964618,70028.0
129903000,75500281,
129903001,9524615,9664.0
129903003,1114743,
129903041,5984810,4979.0
129903105,3560701,109163.0
129903110,3429381,234636.0
129903112,3137840,256417.0
129903114,3164250,190796.0
129903699,32297,
129903701,486342,
129903702,71193,
129903720,53264,
129903750,732908,
129903999,15837038,2940.0
129904000,32517833,
129904001,5444653,27828.0
129904003,314013,
129904041,3383465,1300.0
129904101,3307266,4314.0
129904102,2900184,1338.0
129904699,3183,
129904701,481468,
129904702,55599,
129904703,106639,
129904750,488020,
129904999,5909134,117248.0
129905000,77062081,
129905001,9208800,1771.0
129905041,4132716,37062.0
129905103,4814429,2486.0
129905104,2767672,19360.0
129905105,2272769,1852.0
129905106,3411327,74.0
129905699,3840,
129905701,440384,
129905702,42270,
129905703,332027,
129905720,5686,
129905750,746306,
129905999,13299682,10013.0
129906000,91755220,
129906002,10422362,1512.0
129906004,121931,
129906041,7664248,681621.0
129906103,3473370,880.0
129906104,455203,
129906107,4976414,34081.0
129906108,5468979,118733.0
129906109,4620925,48861.0
129906699,72849,22336.0
129906701,503963,
129906702,120837,
129906703,339913,
129906750,1774506,
129906998,391341,
129906999,20488895,21948.0
129910000,21248226,
129910001,3656882,524.0
129910041,3424061,1025.0
129910101,2381376,3642.0
129910701,210783,
129910702,44039,
129910703,57928,
129910750,686790,
129910999,3801922,4238.0
130901000,198156872,
130901001,9806389,59276.0
130901002,12168671,
130901041,5580788,76103.0
130901042,7511939,60504.0
130901043,12424792,
130901101,4637977,126230.0
130901102,4576782,77264.0
130901103,4397975,
130901104,5013891,92615.0
130901105,3730428,
130901106,4958081,
130901107,7318305,4094.0
130901203,996709,
130901699,158428,46079.0
130901701,504531,
130901702,53460,
130901703,961452,
130901720,523933,
130901750,2234406,
130901998,25945,
130901999,89995684,25102.0
130902000,63980962,
130902001,3822428,8819.0
130902041,2428566,5364.0
130902101,3516315,25627.0
130902699,14034,
130902701,246675,
130902702,42811,
130902703,141520,
130902750,464351,
130902999,6181910,1273.0
131001000,15558550,
131001103,1975692,2367.0
131001701,97546,
131001702,17289,
131001703,182405,
131001750,118859,
131001999,7596266,
132902000,22437477,
132902001,3806988,100.0
132902701,179132,
132902702,18645,
132902703,108196,
132902750,152865,
132902999,7126744,
133901000,13366935,
133901001,1830817,7670.0
133901004,46628,
133901041,1001102,9588.0
133901101,1865107,69400.0
133901699,1759,
133901701,254428,
133901702,60094,
133901703,64261,
133901720,64,
133901750,226760,
133901999,2414781,
133902000,8704239,
133902101,2659321,13400.0
133902701,134917,
133902702,17526,
133902703,99990,
133902750,153176,
133902999,2521977,
133903000,153213787,
133903001,12056328,84109.0
133903003,377858,
133903041,33252490,41516.0
133903101,3380160,729.0
133903102,3358685,75260.0
133903103,3575799,51925.0
133903104,2524634,275.0
133903105,584351,
133903107,1848915,
133903109,3388521,91.0
133903699,38819,5438.0
133903701,396093,
133903702,25274,
133903703,504274,
133903750,1090586,
133903999,28882933,47126.0
133904000,18524509,
133904001,4247298,29906.0
133904042,1984615,1968.0
133904101,4144924,59.0
133904699,3347,3030.0
133904701,306591,
133904702,9519,
133904703,121401,
133904750,709926,
133904999,3446099,
133905000,4279632,
133905101,349967,300.0
133905701,12865,
133905703,12720,
133905750,45899,
133905999,44331,
134901000,10144797,
134901001,1815630,7246.0
134901041,1201120,29290.0
134901101,2207504,41334.0
134901701,184978,
134901702,18513,
134901703,196737,
134901720,11980,
134901750,138117,
134901999,1871659,3586.0
135001000,8486870,
135001001,2735774,2211.0
135001701,133985,
135001702,14473,
135001703,83682,
135001750,129402,
135001999,935672,
136901000,15146576,
136901001,2296173,36897.0
136901041,858775,22727.0
136901101,1825650,38050.0
136901701,129046,
136901702,2386,
136901703,176715,
136901750,222654,
136901999,3848968,
137901000,79170293,
137901001,8759493,791.0
137901005,74110,
137901041,3965497,3274.0
137901042,3795100,791.0
137901105,2784783,13383.0
137901106,2323066,18500.0
137901109,2377477,
137901110,2815037,13166.0
137901699,12230,
137901701,284407,
137901702,152077,
137901703,293871,
137901750,1286868,
137901999,13092318,3781.0
137902000,5760579,
137902041,1914151,13581.0
137902101,2642724,32163.0
137902699,16811,
137902701,56524,
137902702,30861,
137902703,49237,
137902750,139368,
137902751,296697,
137902999,2640732,
137903000,11244826,
137903001,2786111,26957.0
137903101,1574424,
137903701,204357,
137903702,28297,
137903703,81466,
137903750,198298,
137903999,4681904,
137904000,16387509,
137904001,3797947,769.0
137904101,3667215,975.0
137904701,150178,
137904702,149013,
137904703,40880,
137904750,302529,
137904999,1969559,
138902000,7727615,
138902001,2492719,7500.0
138902701,171484,
138902703,29108,
138902750,170656,
138902751,495765,
138902999,1075571,500.0
138903000,12422321,
138903001,2071061,30823.0
138903101,1847249,25782.0
138903701,197377,
138903702,26799,
138903703,65781,
138903750,112083,
138903751,36020,
138903999,1761100,
138904000,3676306,
138904001,1971514,1437.0
138904701,142547,
138904702,5029,
138904703,24245,
138904750,152674,
138904999,172972,
139905000,20987374,
139905001,3443218,4834.0
139905041,1874303,9383.0
139905101,3455771,37902.0
139905701,257444,
139905702,41381,
139905703,243123,
139905750,237541,
139905999,7331078,
139909000,81521997,
139909002,7147409,
139909008,939461,
139909042,4335297,
139909105,1181256,
139909108,4359480,71190.0
139909109,6276819,4364.0
139909111,2413375,
139909112,4026827,31152.0
139909699,25265,
139909701,226320,
139909702,80323,
139909703,216121,
139909720,196575,
139909750,699999,
139909999,22546328,
139911000,38384756,
139911002,6126791,1160.0
139911042,3945910,4718.0
139911101,2106174,23289.0
139911102,1900390,3415.0
139911103,2001640,2607.0
139911104,2190430,2849.0
139911699,101989,
139911701,351907,
139911702,12499,
139911703,226494,
139911750,404088,
139911751,3476809,
139911999,5022393,438.0
139912000,22125155,
139912001,3946439,
139912041,1968464,
139912101,2646566,25304.0
139912102,1604358,12166.0
139912699,11415,
139912701,161785,
139912702,16602,
139912703,59716,
139912720,15719,
139912750,278494,
139912999,1448157,152.0
140901000,3363012,
140901001,1979547,27991.0
140901699,2397,
140901701,169187,
140901702,1111,
140901703,22258,
140901750,29630,
140901999,71374,
140904000,27544535,
140904001,3566418,
140904041,2801979,
140904102,1971778,
140904103,2919794,47125.0
140904701,319342,
140904702,2405,
140904703,98535,
140904720,875,
140904750,354940,
140904751,1345637,
140904999,6120376,
140905000,13241856,
140905002,2248029,1565.0
140905041,1126419,1248.0
140905102,2043195,44775.0
140905699,27105,9951.0
140905701,208708,
140905702,47512,
140905703,2906,
140905750,166044,
140905999,2537748,
140907000,11149541,
140907001,1409309,7257.0
140907002,2027,
140907101,2122969,7434.0
140907701,109277,
140907702,7419,
140907703,92214,
140907750,53047,
140907999,1986817,3743.0
140908000,33078854,
140908001,2142046,875.0
140908002,14375,
140908101,2527985,33934.0
140908701,195686,
140908702,30877,
140908703,219984,
140908750,279208,
140908999,4770564,
141901000,61444753,
141901001,8984812,2602.0
141901041,5783102,1993.0
141901102,3722422,2934.0
141901103,5182480,3982.0
141901105,4339291,2880.0
141901699,80155,16954.0
141901701,218244,
141901702,32300,
141901703,310564,
141901750,1046056,
141901999,10266047,215.0
141902000,7661295,
141902001,3960335,29737.0
141902003,118087,
141902701,192528,
141902702,4880,
141902703,37994,
141902750,187754,
141902751,706206,
141902999,151508,
142901000,125137553,
142901001,5577073,4327.0
142901041,3135366,4042.0
142901102,5310420,8805.0
142901104,1571631,8128.0
142901699,29909,
142901701,351687,
142901702,26589,
142901703,106387,
142901720,96951,
142901750,543174,
142901998,88334,
142901999,68556173,
143901000,28877497,
143901001,3372520,13237.0
143901041,2375845,45.0
143901101,2852775,2286.0
143901701,251380,
143901702,1080,
143901703,300181,
143901750,242708,
143901999,5020402,
143902000,20974145,
143902001,1163310,1668.0
143902101,1290486,3354.0
143902701,130994,
143902702,17258,
143902703,161971,
143902750,188508,
143902999,5307584,2645.0
143903000,13105848,
143903001,2731781,300.0
143903101,2077206,8699.0
143903701,190246,
143903702,10739,
143903703,290406,
143903750,143945,
143903999,3887506,
143904000,2964195,
143904101,1415121,1025.0
143904701,57482,
143904702,1078,
143904703,12254,
143904750,52211,
143904999,33566,
143905000,2665694,
143905101,1516052,
143905701,39357,
143905702,12070,
143905703,16312,
143905750,93595,
143905999,34342,
143906000,2775246,
143906101,1215906,
143906701,71693,
143906702,1000,
143906703,33598,
143906750,16330,
143906998,5670,
143906999,454479,
144901000,35392587,
144901001,5407744,4364.0
144901041,2711252,884.0
144901101,3986196,198515.0
144901103,2242289,12888.0
144901701,417489,
144901702,6025,
144901703,329225,
144901750,320547,
144901999,7462760,
144902000,29254022,
144902001,3333322,8112.0
144902041,1956241,3647.0
144902101,2907221,14395.0
144902701,289225,
144902702,28006,
144902703,190784,
144902720,43635,
144902750,201321,
144902999,4130174,
144903000,7540033,
144903001,1632912,9163.0
144903699,2627,
144903701,162395,
144903702,11665,
144903703,62196,
144903720,52948,
144903750,85900,
144903999,1442755,258.0
145901000,21509956,
145901002,2445995,13360.0
145901041,3135975,70458.0
145901102,1926694,5345.0
145901701,340989,
145901702,5712,
145901703,159328,
145901750,196847,
145901999,3986270,14946.0
145902000,13122064,
145902001,2724756,4864.0
145902101,2729683,5119.0
145902701,162815,
145902702,3329,
145902703,125396,
145902750,290284,
145902751,741798,
145902999,3113546,
145906000,12750650,
145906001,1602841,
145906041,850194,
145906101,1700398,239.0
145906701,149272,
145906702,183408,
145906703,230382,
145906750,66669,
145906999,4041014,6923.0
145907000,4328663,
145907002,1046568,
145907102,1033557,650.0
145907701,179543,
145907702,22291,
145907703,57031,
145907750,104838,
145907999,996687,
145911000,23308933,
145911002,2992933,95964.0
145911102,2607120,68710.0
145911701,131942,
145911702,21981,
145911703,389086,
145911750,336230,
145911999,6143807,
146901000,449474548,
146901001,31281898,92434.0
146901003,734899,687.0
146901004,788762,1065.0
146901041,13156675,84199.0
146901042,784877,
146901102,6661164,248823.0
146901103,10723727,326537.0
146901104,11865366,521208.0
146901105,13270488,81201.0
146901106,2509430,
146901107,399367,
146901699,618262,26253.0
146901701,496997,
146901702,75464,
146901703,571784,
146901750,1641112,
146901999,23682887,
146902000,97960237,
146902002,13312857,104120.0
146902007,148584,
146902041,9358668,114143.0
146902101,5381846,137497.0
146902102,1461134,
146902103,5428822,52464.0
146902105,5360410,140455.0
146902699,101880,23355.0
146902701,387656,
146902702,13388,
146902703,830386,
146902750,1317594,
146902999,19084055,23876.0
146903000,6128119,
146903041,486785,
146903101,1038806,12489.0
146903701,78391,
146903702,470,
146903703,25189,
146903750,149049,
146903999,851952,
146904000,20578538,
146904001,3810754,21143.0
146904041,1948076,713.0
146904102,4401611,8276.0
146904701,167484,
146904702,345,
146904703,227662,
146904720,-5805,
146904750,637509,
146904999,6166803,
146905000,12498045,
146905001,2462241,116.0
146905041,752299,
146905101,2413743,2482.0
146905699,28983,
146905701,198894,
146905702,6033,
146905703,95263,
146905750,243300,
146905999,1609216,
146906000,49886060,
146906001,6661483,47253.0
146906041,5543672,72537.0
146906102,4500982,389392.0
146906103,5029107,554868.0
146906699,60120,2671.0
146906701,274018,
146906702,84830,
146906703,365824,
146906750,799348,
146906751,2877993,
146906999,10916800,4506.0
146907000,32333737,
146907001,4862380,3802.0
146907041,3412047,582.0
146907101,3895900,18261.0
146907102,2183040,73889.0
146907701,341015,
146907702,19822,
